sr_no,category,procedure_name,non_nabh_rate,nabh_rate,notes
1399,PET SCAN,Peripheral Smear Examination,32.0,37.0,
1400,PET SCAN,Smear for Malaria parasite,30.0,35.0,
1401,PET SCAN,Bleeding Time,10.0,12.0,
1402,PET SCAN,Osmotic fragility Test,50.0,58.0,
1403,PET SCAN,Bone Marrow Smear Examination,70.0,81.0,
1404,PET SCAN,Bone Marrow Smear Examination with iron stain,250.0,288.0,
1406,PET SCAN,Activated partial ThromboplastinTime (APTT),102.0,117.0,
1407,PET SCAN,Rapid test for malaria(card test),44.0,51.0,
1408,PET SCAN,WBC cytochemistry for leukemia -Complete panel,110.0,127.0,
1409,PET SCAN,"Fibrinogen, D-Dimer/ Fibrinogen Degradation Products (FDP)",400.0,460.0,
1410,PET SCAN,Factor Assays-Factor VIII,720.0,828.0,
1394,PET SCAN,"indices,TLC, DLC, Platelet, ESR, Peripheral smear examination",1393.0,1405.0,
1411,PET SCAN,Factor Assays-Factor IX,680.0,782.0,
1412,PET SCAN,Platelet Function test,50.0,58.0,
1413,PET SCAN,"S, Antithrombin",400.0,460.0,
1414,PET SCAN,Tests for lupus anticoagulant,150.0,173.0,
1418,PET SCAN,Blood Group & RH Type,30.0,35.0,
1419,PET SCAN,Cross match,30.0,35.0,
1420,PET SCAN,Coomb’s Test Direct,90.0,104.0,
1421,PET SCAN,Coomb’s Test Indirect,97.0,112.0,
1422,PET SCAN,3 cell panel- antibody screening for pregnant female,170.0,196.0,
1423,PET SCAN,11 cells panel for antibody identification,170.0,196.0,
1424,PET SCAN,Hepatitis B surface antigen (HBsAg),102.0,117.0,
1425,PET SCAN,Hepatitis C virus (HCV),128.0,147.0,
1426,PET SCAN,Human immunodeficiency virus- HIV I and II,100.0,115.0,
1427,PET SCAN,Venereal Disease Research Laboratory test (VDRL),43.0,49.0,
1428,PET SCAN,RH Antibody titer,80.0,92.0,
1429,PET SCAN,Platelet Concentrate,56.0,64.0,
1416,PET SCAN,HPLC),1415.0,1415.0,
1417,PET SCAN,Tests for Sickling / Hb HPLC),,,
1430,LABORATORY - BLOOD BANK,Random Donor Platelet(RDP)- (Select CGHS rate Code 1828 for approved rate) See code 1828 See code 1828,1431.0,1431.0,see code 1828
1432,LABORATORY - BLOOD BANK,Routine-H & E,90.0,104.0,
1433,LABORATORY - BLOOD BANK,special stain,65.0,75.0,
1434,LABORATORY - BLOOD BANK,Immunohistochemistry(IHC),750.0,863.0,
1435,LABORATORY - BLOOD BANK,Frozen section,150.0,173.0,
1436,LABORATORY - BLOOD BANK,Paraffin section,270.0,311.0,
1437,LABORATORY - BLOOD BANK,Pap Smear,100.0,115.0,
1438,LABORATORY - BLOOD BANK,Body fluid for Malignant cells,80.0,92.0,
1439,LABORATORY - BLOOD BANK,Fine Needle Aspiration Cytology (FNAC),200.0,230.0,
1440,LABORATORY - CYTOLOGY,Leukemia panel /Lymphoma panel,1441.0,1442.0,
1443,LABORATORY - CYTOLOGY,Fluorescent in situ hybridization (FISH),500.0,575.0,
1444,LABORATORY - CYTOLOGY,Blood Glucose Random,24.0,28.0,
1445,LABORATORY - CYTOLOGY,"24 hrs urine for Proteins,Sodium, creatinine",50.0,58.0,
1446,LABORATORY - CYTOLOGY,Blood Urea Nitrogen,50.0,58.0,
1447,LABORATORY - CYTOLOGY,Serum Creatinine,50.0,58.0,
1448,LABORATORY - CYTOLOGY,Urine Bile Pigment and Salt,20.0,23.0,
1449,LABORATORY - CYTOLOGY,Urine Urobilinogen,20.0,23.0,
1450,LABORATORY - CYTOLOGY,Urine Ketones,15.0,17.0,
1451,LABORATORY - CYTOLOGY,Urine Occult Blood,25.0,29.0,
1452,LABORATORY - CYTOLOGY,Urine total proteins,18.0,21.0,
1453,LABORATORY - CYTOLOGY,Rheumatoid Factor / Rh Factor test,80.0,92.0,
1454,LABORATORY - CYTOLOGY,Bence Jones protein,47.0,54.0,
1455,LABORATORY - BIOCHEMISTRY,Serum Uric Acid,55.0,63.0,
1456,LABORATORY - BIOCHEMISTRY,Serum Bilirubin total & direct,50.0,58.0,
1457,LABORATORY - BIOCHEMISTRY,Serum Iron,80.0,92.0,
1458,LABORATORY - BIOCHEMISTRY,C reactive Protein (CRP),90.0,104.0,
1459,LABORATORY - BIOCHEMISTRY,C reactive Protein (CRP) Quantitative,160.0,184.0,
1461,LABORATORY - BIOCHEMISTRY,Albumin.,18.0,21.0,
1462,LABORATORY - BIOCHEMISTRY,Creatinine clearance,80.0,92.0,
1463,LABORATORY - BIOCHEMISTRY,Serum Cholesterol,50.0,58.0,
1464,LABORATORY - BIOCHEMISTRY,Total Iron Binding Capacity (TIBC),56.0,64.0,
1465,LABORATORY - BIOCHEMISTRY,Glucose (Fasting & PP),47.0,54.0,
1466,LABORATORY - BIOCHEMISTRY,Serum Calcium –Total,60.0,69.0,
1467,LABORATORY - BIOCHEMISTRY,Serum Calcium –Ionic,44.0,51.0,
1468,LABORATORY - BIOCHEMISTRY,Serum Phosphorus,60.0,69.0,
1469,LABORATORY - BIOCHEMISTRY,Total Protein Albumin/Globulin ratio (A/G Ratio),50.0,58.0,
1470,LABORATORY - BIOCHEMISTRY,Immunoglobulin G (IgG),250.0,288.0,
1471,LABORATORY - BIOCHEMISTRY,Immunoglobulin M(IgM),250.0,288.0,
1472,LABORATORY - BIOCHEMISTRY,Immunoglobulin A(IgA),250.0,288.0,
1473,LABORATORY - BIOCHEMISTRY,Antinuclear antibody (ANA),200.0,230.0,
1474,LABORATORY - BIOCHEMISTRY,Anti-double stranded DNA (anti-dsDNA),350.0,403.0,
1460,LABORATORY - BIOCHEMISTRY,"Body fluid (CSF/Ascitic Fluid etc.)Sugar, Protein etc.",1475.0,1475.0,
1477,LABORATORY - BIOCHEMISTRY,Serum amylase,100.0,115.0,
1478,LABORATORY - BIOCHEMISTRY,Serum Lipase,130.0,150.0,
1479,LABORATORY - BIOCHEMISTRY,Serum Lactate,72.0,83.0,
1480,LABORATORY - BIOCHEMISTRY,Serum Magnesium,100.0,115.0,
1481,LABORATORY - BIOCHEMISTRY,Serum Sodium,50.0,58.0,
1482,LABORATORY - BIOCHEMISTRY,Serum Potassium,50.0,58.0,
1483,LABORATORY - BIOCHEMISTRY,Serum Ammonia,100.0,115.0,
1484,LABORATORY - BIOCHEMISTRY,Anemia Profile,204.0,235.0,
1485,LABORATORY - BIOCHEMISTRY,Serum Testosterone,150.0,173.0,
1486,LABORATORY - BIOCHEMISTRY,Imprint Smear From Endoscopy,240.0,276.0,
1487,LABORATORY - BIOCHEMISTRY,Triglycerides,75.0,86.0,
1488,LABORATORY - BIOCHEMISTRY,Glucose Tolerance Test (GTT),90.0,104.0,
1489,LABORATORY - BIOCHEMISTRY,Triple Marker.,800.0,920.0,
1491,LABORATORY - BIOCHEMISTRY,Foetal Haemoglobin (HbF),40.0,46.0,
1492,LABORATORY - BIOCHEMISTRY,Prothrombin Time (PT),96.0,110.0,
1493,LABORATORY - BIOCHEMISTRY,Lactate dehydrogenase (LDH),100.0,115.0,
1494,LABORATORY - BIOCHEMISTRY,Alkaline Phosphatase,60.0,69.0,
1495,LABORATORY - BIOCHEMISTRY,Acid Phosphatase,78.0,90.0,
1496,LABORATORY - BIOCHEMISTRY,CPK MB/CK MB,100.0,115.0,
1497,LABORATORY - BIOCHEMISTRY,CK MB Mass/CPK MB Mass,140.0,161.0,
1498,LABORATORY - BIOCHEMISTRY,Troponin I,100.0,115.0,
1499,LABORATORY - BIOCHEMISTRY,Troponin T,600.0,690.0,
1500,LABORATORY - BIOCHEMISTRY,Glucose-6-Phosphate Dehydrogenase (G6PD),100.0,115.0,
1501,LABORATORY - BIOCHEMISTRY,Lithium.,130.0,150.0,
1502,LABORATORY - BIOCHEMISTRY,Dilantin (phenytoin).,,,
1503,LABORATORY - BIOCHEMISTRY,Carbamazepine.,400.0,460.0,
1504,LABORATORY - BIOCHEMISTRY,Valproic acid.,300.0,345.0,
1506,LABORATORY - BIOCHEMISTRY,Blood gas analysis / Arterial Blood Gas (ABG),138.0,159.0,
1508,LABORATORY - BIOCHEMISTRY,Urine pregnancy test,65.0,75.0,
1509,LABORATORY - BIOCHEMISTRY,Urine pregnancy test,280.0,322.0,
1510,LABORATORY - BIOCHEMISTRY,Glycosylated Haemoglobin (HbA1c),130.0,150.0,
1512,LABORATORY - BIOCHEMISTRY,Kidney Function Test (KFT),225.0,259.0,
1513,LABORATORY - BIOCHEMISTRY,Liver Function Test (LFT),225.0,259.0,
92,LABORATORY - BIOCHEMISTRY,See code 1464 See code 1464,,,see code 1464
1517,LABORATORY - BIOCHEMISTRY,Serum Ferritin,100.0,115.0,
1518,LABORATORY - BIOCHEMISTRY,Vitamin B12 assay.,250.0,288.0,
1519,LABORATORY - BIOCHEMISTRY,Folic Acid assay.,300.0,345.0,
1521,LABORATORY - BIOCHEMISTRY,Apolipoprotein A1 (ApoA1),200.0,230.0,
1522,LABORATORY - BIOCHEMISTRY,Apolipoprotein B (Apo B),199.0,229.0,
1523,LABORATORY - BIOCHEMISTRY,Lipoprotein A / Lp A,445.0,512.0,
1524,LABORATORY - BIOCHEMISTRY,"CD 3,4 and 8 counts",170.0,196.0,
1525,LABORATORY - BIOCHEMISTRY,"CD 3,4 and 8 percentage",170.0,196.0,
1526,LABORATORY - BIOCHEMISTRY,Low density lipoprotein (LDL),60.0,69.0,
1514,LABORATORY - BIOCHEMISTRY,"Blood gas analysis / Arterial Blood Gas (ABG) with electrolytes Haemoglobin Electrophoresis/ Hb HPLC (Select CGHS rate code 1417 for approved rate) Lipid Profile. (Total cholesterol, LDL, HDL, Triglycerides) Nutritional Markers",,,
1515,LABORATORY - BIOCHEMISTRY,Serum Iron,1516.0,1520.0,
1527,LABORATORY - BIOCHEMISTRY,Homocysteine.,400.0,460.0,
1529,LABORATORY - BIOCHEMISTRY,Serum Electrophoresis.,220.0,253.0,
1530,LABORATORY - BIOCHEMISTRY,Fibrinogen.,165.0,190.0,
1531,LABORATORY - BIOCHEMISTRY,Chloride.,60.0,69.0,
1532,LABORATORY - BIOCHEMISTRY,Magnesium.,150.0,173.0,
1533,LABORATORY - BIOCHEMISTRY,Gamma-Glutamyl Transpeptidase (GGTP),90.0,104.0,
1534,LABORATORY - BIOCHEMISTRY,Lipase.,239.0,275.0,
1535,LABORATORY - BIOCHEMISTRY,Fructosamine.,200.0,230.0,
1536,LABORATORY - BIOCHEMISTRY,Beta 2 microglobulin (B2M) /β2 microglobulin,90.0,104.0,
1537,LABORATORY - BIOCHEMISTRY,Catecholamines.,1050.0,1208.0,
1539,LABORATORY - BIOCHEMISTRY,Prostate Specific antigen (PSA)- Total.,312.0,359.0,
1540,LABORATORY - BIOCHEMISTRY,Prostate-specific antigen (PSA) - Free.,375.0,431.0,
1541,LABORATORY - BIOCHEMISTRY,Alpha Fetoprotein (AFP),300.0,345.0,
1542,LABORATORY - BIOCHEMISTRY,Human chorionic gonadotropin (HCG),289.0,332.0,
1543,LABORATORY - BIOCHEMISTRY,Cancer Antigen 125 (CA 125),391.0,450.0,
1544,LABORATORY - BIOCHEMISTRY,Cancer Antigen 19.9 (CA 19.9),616.0,708.0,
1545,LABORATORY - BIOCHEMISTRY,Cancer Antigen 15.3 (CA 15.3),560.0,644.0,
1546,LABORATORY - BIOCHEMISTRY,Vanillylmandelic Acid (VMA),350.0,403.0,
1547,LABORATORY - BIOCHEMISTRY,Calcitonin,500.0,575.0,
1548,LABORATORY - BIOCHEMISTRY,Carcinoembryonic Antigen (CEA),340.0,391.0,
1549,LABORATORY - BIOCHEMISTRY,Immunofluorescence,150.0,173.0,
1550,LABORATORY - BIOCHEMISTRY,Direct(Skin and kidney Disease),425.0,489.0,
1551,LABORATORY - BIOCHEMISTRY,Indirect (antids DNA Anti Smith ANCA),425.0,489.0,
1552,LABORATORY - BIOCHEMISTRY,Calcidiol / 25-hydroxycholecalciferol / Vitamin D3 assay (Vit D3),550.0,633.0,
1553,LABORATORY - BIOCHEMISTRY,Serum Protein electrophoresis with immunofixation electrophoresis (IFE),300.0,345.0,
1554,LABORATORY - BIOCHEMISTRY,BETA-2 Microglobulin assay (Select CGHS rate code 1536 for approved rate) See code 1536 See code 1536,143.0,164.0,see code 1536
1557,LABORATORY - BIOCHEMISTRY,Serum Erythropoietin,425.0,489.0,
1558,LABORATORY - BIOCHEMISTRY,Adrenocorticotropic Hormone (ACTH),500.0,575.0,
1559,LABORATORY - BIOCHEMISTRY,"T3, T4, TSH",200.0,230.0,
1560,LABORATORY - BIOCHEMISTRY,Triiodothyronine- T3,64.0,74.0,
1561,LABORATORY - BIOCHEMISTRY,Tetraiodothyronine T4,64.0,74.0,
1562,LABORATORY - BIOCHEMISTRY,Thyroid stimulating hormone (TSH),90.0,104.0,
1563,LABORATORY - BIOCHEMISTRY,Luteinizing hormone (LH),150.0,173.0,
1564,LABORATORY - BIOCHEMISTRY,Follicle stimulating hormone (FSH),150.0,173.0,
1565,LABORATORY - BIOCHEMISTRY,Prolactin,150.0,173.0,
1566,LABORATORY - BIOCHEMISTRY,Cortisol,250.0,288.0,
1567,LABORATORY - BIOCHEMISTRY,PTH(Parathormone),500.0,575.0,
1568,LABORATORY - BIOCHEMISTRY,C-Peptide (C Peptide / Connecting Peptide),330.0,380.0,
1569,LABORATORY - BIOCHEMISTRY,Insulin.,150.0,173.0,
1570,LABORATORY - BIOCHEMISTRY,Progesterone.,225.0,259.0,
1571,LABORATORY - BIOCHEMISTRY,17 Hydroxyprogesterone (17 OH Progesterone),400.0,460.0,
1572,LABORATORY - BIOCHEMISTRY,Dehydroepiandrosterone sulfate (DHEAS),440.0,506.0,
1555,LABORATORY - BIOCHEMISTRY,Anti-Cyclic Citrullinated Peptide (Anti CCP),1556.0,1556.0,
1573,LABORATORY - BIOCHEMISTRY,Androstenedione,600.0,690.0,
1574,LABORATORY - BIOCHEMISTRY,Growth Hormone.,340.0,391.0,
1575,LABORATORY - BIOCHEMISTRY,Thyroid peroxidase antibody (TPO),300.0,345.0,
1576,LABORATORY - BIOCHEMISTRY,Thyroglobulin.,300.0,345.0,
1577,LABORATORY - BIOCHEMISTRY,Hydatic Serology.,318.0,366.0,
1578,LABORATORY - BIOCHEMISTRY,Anti Sperm Antibodies.,380.0,437.0,
1579,LABORATORY - BIOCHEMISTRY,Hepatitis B Virus (HBV) DNA Qualitative,2000.0,2300.0,
1580,LABORATORY - BIOCHEMISTRY,Hepatitis B Virus (HBV) DNA Quantitative.,1500.0,1725.0,
1581,LABORATORY - BIOCHEMISTRY,Hepatitis C Virus (HCV) RNA Qualitative.,1691.0,1945.0,
1582,LABORATORY - BIOCHEMISTRY,Human papillomaviruse (HPV) Serology,218.0,251.0,
1583,LABORATORY - BIOCHEMISTRY,Rota Virus serology,130.0,150.0,
1584,LABORATORY - BIOCHEMISTRY,PCR for Tuberculosis (TB),900.0,1035.0,
1585,LABORATORY - BIOCHEMISTRY,PCR for Human immunodeficiency virus (HIV),600.0,690.0,
1586,LABORATORY - BIOCHEMISTRY,Chlamydae antigen,500.0,575.0,
1587,LABORATORY - BIOCHEMISTRY,Chlamydae antibody,238.0,274.0,
1588,LABORATORY - BIOCHEMISTRY,Brucella serology,230.0,265.0,
1589,LABORATORY - BIOCHEMISTRY,Influenza A serology,943.0,1084.0,
1590,LABORATORY - BIOCHEMISTRY,USG for Obstetrics - Anomalies scan,1700.0,2000.0,
1591,LABORATORY - BIOCHEMISTRY,USG Whole Abdoment/ KUB,680.0,800.0,
1592,LABORATORY - BIOCHEMISTRY,"Pelvic USG ( prostate, gynae, infertility etc)",425.0,500.0,
489,LABORATORY - BIOCHEMISTRY,LABORATORY/ MEDICINE/CLINICAL PATHOLOGY,1593.0,1593.0,
1594,LABORATORY - BIOCHEMISTRY,Neonatal head (Tranfontanellar),,,
1595,LABORATORY - BIOCHEMISTRY,Neonatal spine,495.0,569.0,
1596,LABORATORY - BIOCHEMISTRY,Contrast enhanced USG,900.0,1035.0,
1597,LABORATORY - BIOCHEMISTRY,USG Breast,680.0,800.0,
1598,LABORATORY - BIOCHEMISTRY,USG Hysterosalpingography (HSG),2040.0,2400.0,
1599,LABORATORY - BIOCHEMISTRY,Carotid Doppler,850.0,978.0,
1600,LABORATORY - BIOCHEMISTRY,Arterial Colour Doppler,706.0,812.0,
1601,LABORATORY - BIOCHEMISTRY,Venous Colour Doppler,706.0,812.0,
1602,LABORATORY - BIOCHEMISTRY,"Colour Doppler, renal arteries/any other organ",800.0,920.0,
1603,LABORATORY - BIOCHEMISTRY,USG guided intervention- FNAC,1530.0,1800.0,
1604,LABORATORY - BIOCHEMISTRY,USG guided intervention - biopsy,720.0,828.0,
1605,LABORATORY - BIOCHEMISTRY,USG guided intervention - nephrostomy,800.0,920.0,
1606,LABORATORY - BIOCHEMISTRY,Abdomen AP Supine or Erect (One film),215.0,250.0,
1607,LABORATORY - BIOCHEMISTRY,Abdomen Lateral view (one film),90.0,104.0,
1608,LABORATORY - BIOCHEMISTRY,Chest PA view (one film),195.0,230.0,
1609,LABORATORY - BIOCHEMISTRY,Chest Lateral (one film),195.0,230.0,
1610,LABORATORY - BIOCHEMISTRY,"Mastoids: Towne view, oblique views (3 films)",250.0,288.0,
1612,LABORATORY - BIOCHEMISTRY,Pelvis AP (one film),90.0,104.0,
1613,LABORATORY - BIOCHEMISTRY,Temporomandibular (TM) Joints (one film),110.0,127.0,
1614,LABORATORY - BIOCHEMISTRY,Abdomen & Pelvis for KUB,90.0,104.0,
1615,LABORATORY - BIOCHEMISTRY,Skull AP & Lateral (2 films),180.0,207.0,
1616,LABORATORY - BIOCHEMISTRY,Spine AP & Lateral (2 films),180.0,207.0,
1617,LABORATORY - BIOCHEMISTRY,PNS view (1 film),90.0,104.0,
1611,LABORATORY - BIOCHEMISTRY,X-ray CONTRAST STUDIES,,,
1618,LABORATORY - BIOCHEMISTRY,Barium Swallow,500.0,575.0,
1619,LABORATORY - BIOCHEMISTRY,Barium Upper GI study,650.0,748.0,
1620,LABORATORY - BIOCHEMISTRY,Barium Upper GI study (Double contrast),935.0,1075.0,
1621,LABORATORY - BIOCHEMISTRY,Barium Meal follow through,935.0,1075.0,
1622,LABORATORY - BIOCHEMISTRY,Barium Enema (Single contrast/double contrast),750.0,863.0,
1623,LABORATORY - BIOCHEMISTRY,Small bowel enteroclysis,1020.0,1173.0,
1627,LABORATORY - BIOCHEMISTRY,Intravenous Pyelography (IVP),1400.0,1650.0,
1628,LABORATORY - BIOCHEMISTRY,Micturating Cystourethrography (MCU),950.0,1120.0,
1629,LABORATORY - BIOCHEMISTRY,Retrograde Urethrography (RGU),950.0,1120.0,
1630,LABORATORY - BIOCHEMISTRY,Contrast Hystero-Salpingography (HSG),1020.0,1173.0,
1631,LABORATORY - BIOCHEMISTRY,X ray Arthrography,700.0,805.0,
1632,LABORATORY - BIOCHEMISTRY,Cephalography,150.0,173.0,
1633,LABORATORY - BIOCHEMISTRY,Myelography,2750.0,3163.0,
1634,LABORATORY - BIOCHEMISTRY,Diagnostic Digital Subtraction Angiography (DSA),1749.0,2011.0,
1635,LABORATORY - BIOCHEMISTRY,X ray Mammography B/L,1170.0,1375.0,
1636,LABORATORY - BIOCHEMISTRY,MRI Mammography,2550.0,2933.0,
1639,LABORATORY - BIOCHEMISTRY,CT Scan Chest - without contrast (for lungs),1700.0,1955.0,
1625,LABORATORY - BIOCHEMISTRY,/Dacrocystography/ T-Tube cholangiogram /Nephrostogram,1624.0,1624.0,
1626,LABORATORY - BIOCHEMISTRY,Percutaneous transhepatic cholangiography (PTC) MAMMOGRAPHY Computed Tomography (CT) Scan,,,
1637,LABORATORY - BIOCHEMISTRY,CT Scan Head-Without Contrast (NCCT),1638.0,1640.0,
1642,LABORATORY - BIOCHEMISTRY,CT Scan Whole Abdomen Without Contrast,3000.0,3450.0,
1643,LABORATORY - BIOCHEMISTRY,CT Scan Whole Abdomen With Contrast,4500.0,5175.0,
1644,LABORATORY - BIOCHEMISTRY,Triple Phase CT abdomen,5175.0,5951.0,
1645,LABORATORY - BIOCHEMISTRY,CT Scan angiography abdomen/ Chest,4500.0,5175.0,
1646,LABORATORY - BIOCHEMISTRY,CT Scan Enteroclysis,5400.0,6210.0,
1647,LABORATORY - BIOCHEMISTRY,CT Scan Neck – Without Contrast,1500.0,1725.0,
1648,LABORATORY - BIOCHEMISTRY,CT Scan Neck – With Contrast,1870.0,2151.0,
1649,LABORATORY - BIOCHEMISTRY,CT Scan Orbits - Without Contrast,1190.0,1369.0,
1650,LABORATORY - BIOCHEMISTRY,CT Scan Orbits - With Contrast,1615.0,1857.0,
1651,LABORATORY - BIOCHEMISTRY,CT Scan of Para Nasal Sinuses- Without Contrast,900.0,1035.0,
1652,LABORATORY - BIOCHEMISTRY,CT Scan of Para Nasal Sinuses - With Contrast,210.0,242.0,
1654,LABORATORY - BIOCHEMISTRY,CT Scan Temporal bone – without contrast,893.0,1027.0,
1655,LABORATORY - BIOCHEMISTRY,CT Scan- Dental,1275.0,1466.0,
1656,LABORATORY - BIOCHEMISTRY,CT Scan Limbs -Without Contrast,1700.0,1955.0,
1658,LABORATORY - BIOCHEMISTRY,CT Guided intervention –FNAC,1200.0,1380.0,
1659,LABORATORY - BIOCHEMISTRY,CT Guided Trucut Biopsy,1200.0,1380.0,
1661,LABORATORY - BIOCHEMISTRY,MRI Head – Without Contrast,2125.0,2500.0,
1662,LABORATORY - BIOCHEMISTRY,MRI Head – With Contrast,2848.0,3275.0,
1663,LABORATORY - BIOCHEMISTRY,MRI Orbits – Without Contrast,1445.0,1700.0,
1664,LABORATORY - BIOCHEMISTRY,MRI Orbits – With Contrast,2000.0,2300.0,
1665,LABORATORY - BIOCHEMISTRY,MRI Nasopharynx and PNS – Without Contrast,2450.0,2818.0,
1666,LABORATORY - BIOCHEMISTRY,MRI Nasopharynx and PNS – With Contrast,3500.0,4025.0,
1667,LABORATORY - BIOCHEMISTRY,MR for Salivary Glands with Sialography,3000.0,3450.0,
1668,LABORATORY - BIOCHEMISTRY,MRI Neck - Without Contrast,2400.0,2760.0,
1669,LABORATORY - BIOCHEMISTRY,MRI Neck- with contrast,5000.0,5750.0,
1670,LABORATORY - BIOCHEMISTRY,MRI Shoulder – Without contrast,2000.0,2300.0,
1671,LABORATORY - BIOCHEMISTRY,MRI Shoulder – With contrast,2600.0,2990.0,
1672,LABORATORY - BIOCHEMISTRY,MRI shoulder both Joints - Without contrast,2500.0,2875.0,
1673,LABORATORY - BIOCHEMISTRY,MRI Shoulder both joints – With contrast,4000.0,4600.0,
1674,LABORATORY - BIOCHEMISTRY,MRI Wrist Single joint - Without contrast,2550.0,3000.0,
1675,LABORATORY - BIOCHEMISTRY,MRI Wrist Single joint - With contrast,3400.0,4000.0,
1676,LABORATORY - BIOCHEMISTRY,MRI Wrist both joints - Without contrast,2125.0,2444.0,
1677,LABORATORY - BIOCHEMISTRY,MRI Wrist Both joints - With contrast,5000.0,5750.0,
1678,LABORATORY - BIOCHEMISTRY,MRI knee Single joint - Without contrast,2550.0,3000.0,
1679,LABORATORY - BIOCHEMISTRY,MRI knee Single joint - With contrast,5000.0,5750.0,
1680,LABORATORY - BIOCHEMISTRY,MRI knee both joints - Without contrast,3400.0,4000.0,
1681,LABORATORY - BIOCHEMISTRY,MRI knee both joints - With contrast,5000.0,5750.0,
1682,LABORATORY - BIOCHEMISTRY,MRI Ankle Single joint - Without contrast,4250.0,5000.0,
1683,LABORATORY - BIOCHEMISTRY,MRI Ankle single joint - With contrast,5000.0,5750.0,
1684,LABORATORY - BIOCHEMISTRY,MRI Ankle both joints - With contrast,5525.0,6500.0,
1685,LABORATORY - BIOCHEMISTRY,MRI Ankle both joints - Without contrast,2500.0,2875.0,
1686,LABORATORY - BIOCHEMISTRY,MRI Hip - With contrast,2500.0,2875.0,
1687,LABORATORY - BIOCHEMISTRY,MRI Hip – without contrast,2125.0,2444.0,
1688,LABORATORY - BIOCHEMISTRY,MRI Pelvis – Without Contrast,2125.0,2444.0,
1689,LABORATORY - BIOCHEMISTRY,MRI Pelvis – with contrast,5000.0,5750.0,
1690,LABORATORY - BIOCHEMISTRY,MRI Extremities - With contrast,5000.0,5750.0,
1691,LABORATORY - BIOCHEMISTRY,MRI Extremities - Without contrast,2125.0,2444.0,
1692,LABORATORY - BIOCHEMISTRY,MRI Temporomandibular – B/L - With contrast,4000.0,4600.0,
1693,LABORATORY - BIOCHEMISTRY,MRI Temporomandibular – B/L - Without contrast,2125.0,2444.0,
1694,LABORATORY - BIOCHEMISTRY,MR Temporal Bone/ Inner ear with contrast,4000.0,4600.0,
1695,LABORATORY - BIOCHEMISTRY,MR Temporal Bone/ Inner ear without contrast,2500.0,2875.0,
1696,LABORATORY - BIOCHEMISTRY,MRI Abdomen – Without Contrast,2125.0,2444.0,
1697,LABORATORY - BIOCHEMISTRY,MRI Abdomen – With Contrast,5000.0,5750.0,
1698,LABORATORY - BIOCHEMISTRY,MRI Breast - With Contrast,4250.0,4888.0,
1699,LABORATORY - BIOCHEMISTRY,MRI Breast - Without Contrast,2125.0,2444.0,
1700,LABORATORY - BIOCHEMISTRY,MRI Spine Screening - Without Contrast,1700.0,2000.0,
1701,LABORATORY - BIOCHEMISTRY,MRI Chest – Without Contrast,2125.0,2444.0,
1702,LABORATORY - BIOCHEMISTRY,MRI Chest – With Contrast,4000.0,4600.0,
1703,LABORATORY - BIOCHEMISTRY,MRI Cervical/Cervico Dorsal Spine – Without Contrast,3400.0,4000.0,
1704,LABORATORY - BIOCHEMISTRY,MRI Cervical/ Cervico Dorsal Spine – With Contrast,4000.0,4600.0,
1705,LABORATORY - BIOCHEMISTRY,MRI Dorsal/ Dorso Lumbar Spine - Without Contrast,2125.0,2444.0,
1706,LABORATORY - BIOCHEMISTRY,MRI Dorsal/ Dorso Lumbar Spine – With Contrast,4000.0,4600.0,
1708,LABORATORY - BIOCHEMISTRY,MRI Lumbar/ Lumbo-Sacral Spine – With Contrast,5000.0,5750.0,
1709,LABORATORY - BIOCHEMISTRY,Whole body MRI (For oncological workup),5100.0,5865.0,
1710,LABORATORY - BIOCHEMISTRY,MR cholecysto-pancreatography (MRCP),2500.0,2875.0,
1711,LABORATORY - BIOCHEMISTRY,MRI Angiography - with contrast,5000.0,5750.0,
1712,LABORATORY - BIOCHEMISTRY,MR Enteroclysis,2125.0,2444.0,
1707,LABORATORY - BIOCHEMISTRY,BONE DENSITOMETRY (DEXA SCAN),,,
1713,LABORATORY - BIOCHEMISTRY,Dexa Scan Bone Densitometry - Two sites,1500.0,1725.0,
1716,LABORATORY - BIOCHEMISTRY,Electroencephalogram (EEG)/ Video EEG,298.0,343.0,
1717,LABORATORY - BIOCHEMISTRY,Electromyography (EMG),638.0,734.0,
1718,LABORATORY - BIOCHEMISTRY,Nerve Conduction Velocity (NCV) (at least 2 limbs),638.0,734.0,
1719,LABORATORY - BIOCHEMISTRY,Repititive nerve stimulation (RNS)-Decremental response (before and after neostigmine),595.0,684.0,
1720,LABORATORY - BIOCHEMISTRY,Repetitive nerve stimulation (RNS)-Incremental response,595.0,684.0,
1721,LABORATORY - BIOCHEMISTRY,Somatosensory evoked potentials (SSEP),638.0,734.0,
1722,LABORATORY - BIOCHEMISTRY,Polysomnography (PSG) / Sleep study,638.0,734.0,
1723,LABORATORY - BIOCHEMISTRY,Brachial plexus study,638.0,734.0,
1724,LABORATORY - BIOCHEMISTRY,Muscle biopsy,375.0,431.0,
1725,LABORATORY - BIOCHEMISTRY,Acetylcholine receptor (AChR) antibody titre,1848.0,2125.0,
1727,LABORATORY - BIOCHEMISTRY,Serum copper,360.0,414.0,
1728,LABORATORY - BIOCHEMISTRY,Serum ceruloplasmin,250.0,288.0,
1729,LABORATORY - BIOCHEMISTRY,Urinary copper,405.0,466.0,
